playIdUnique,nflId,x,y,event,pff_role,pff_positionLinedUp,pff_beatenByDefender,pff_hitAllowed,pff_sackAllowed,pff_nflIdBlockedPlayer,pff_blockType,officialPosition,displayName,passResult
2021090900137,42654,114.51,27.33,pass_forward,Pass Block,RT,0,0,0,40074,PP,T,La'el Collins,C
2021090900137,43424,116.48,23.38,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Dak Prescott,C
2021090900137,52554,113.43,23.8,pass_forward,Pass Block,C,0,0,0,35441,PP,C,Tyler Biadasz,C
2021090900137,35454,111.34,23.14,pass_forward,Pass Rush,ROLB,NA,NA,NA,NA,NA,DE,Jason Pierre-Paul,C
2021090900137,37082,115.2,20.28,pass_forward,Pass Block,LT,0,0,0,35454,PT,T,Tyron Smith,C
2021090900137,40074,113.97,28.21,pass_forward,Pass Rush,LEO,NA,NA,NA,NA,NA,DE,William Gholston,C
20210909001392,46119,49.74,31.09,pass_forward,Pass Block,LG,0,0,0,46081,PP,G,Connor Williams,I
20210909001392,52554,49.15,30.01,pass_forward,Pass Block,C,1,0,0,40074,PP,C,Tyler Biadasz,I
20210909001392,46081,49.91,31.69,pass_forward,Pass Rush,DRT,NA,NA,NA,NA,NA,NT,Vita Vea,I
20210909001392,37082,50.43,33.49,pass_forward,Pass Block,LT,0,0,0,41915,PP,T,Tyron Smith,I
20210909001392,41915,50.46,34.24,pass_forward,Pass Rush,ROLB,NA,NA,NA,NA,NA,OLB,Shaquil Barrett,I
20210909001392,35441,51.34,27.76,pass_forward,Pass Rush,LE,NA,NA,NA,NA,NA,DE,Ndamukong Suh,I
20210909001392,40074,49.72,30.18,pass_forward,Pass Rush,LEO,NA,NA,NA,NA,NA,DE,William Gholston,I
20210909001392,35454,51.65,27.58,pass_forward,Pass Rush,LEO,NA,NA,NA,NA,NA,DE,Jason Pierre-Paul,I
20210909001392,47873,50.46,28.46,pass_forward,Pass Block,RG,0,0,0,35441,PP,G,Connor McGovern,I
20210909001392,43424,47.67,31.15,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Dak Prescott,I
20210909001392,42654,50.24,27.57,pass_forward,Pass Block,RT,0,0,0,35441,CL,T,La'el Collins,I
20210909001425,46081,69.29,20.42,pass_forward,Pass Rush,NT,NA,NA,NA,NA,NA,NT,Vita Vea,C
20210909001425,47873,67.26,22.78,pass_forward,Pass Block,RG,0,0,0,46081,PA,G,Connor McGovern,C
20210909001425,46119,58.06,33.31,pass_forward,Pass Block,LG,0,0,0,40074,PA,G,Connor Williams,C
20210909001425,40074,60.55,29.89,pass_forward,Pass Rush,DRT,NA,NA,NA,NA,NA,DE,William Gholston,C
20210909001425,42654,63.68,19.98,pass_forward,Pass Block,RT,0,0,0,35441,PA,T,La'el Collins,C
20210909001425,35441,67.05,15.2,pass_forward,Pass Rush,LE,NA,NA,NA,NA,NA,DE,Ndamukong Suh,C
20210909001425,52554,70.78,29.61,pass_forward,Pass Block,C,0,0,0,40074,PA,C,Tyler Biadasz,C
20210909001425,43424,66.88,7.62,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Dak Prescott,C
20210909001506,37082,80.67,36.71,pass_forward,Pass Block,LT,0,0,0,41915,PA,T,Tyron Smith,I
20210909001506,47873,84.43,34.03,pass_forward,Pass Block,RG,0,0,0,35441,PT,G,Connor McGovern,I
20210909001506,43424,81.35,43.08,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Dak Prescott,I
20210909001506,35441,84.7,39.21,pass_forward,Pass Rush,DLT,NA,NA,NA,NA,NA,DE,Ndamukong Suh,I
20210909001506,46119,80.65,28.18,pass_forward,Pass Block,LG,0,0,0,35454,UP,G,Connor Williams,I
20210909001506,52554,78.47,35.63,pass_forward,Pass Block,C,0,0,0,46081,PA,C,Tyler Biadasz,I
20210909001506,41915,83.34,40.06,pass_forward,Pass Rush,ROLB,NA,NA,NA,NA,NA,OLB,Shaquil Barrett,I
20210909001506,46081,80.93,39.4,pass_forward,Pass Rush,NRT,NA,NA,NA,NA,NA,NT,Vita Vea,I
20210909001506,42654,83.53,35.44,pass_forward,Pass Block,RT,0,0,0,35441,PA,T,La'el Collins,I
20210909001506,35454,80.95,27.47,pass_forward,Pass Rush,LOLB,NA,NA,NA,NA,NA,DE,Jason Pierre-Paul,I
20210909001563,46119,86.93,31.21,pass_forward,Pass Block,LG,0,0,0,35454,SW,G,Connor Williams,C
20210909001563,42654,88.97,26.49,pass_forward,Pass Block,RT,0,0,0,35441,PP,T,La'el Collins,C
20210909001563,35441,89.52,25.64,pass_forward,Pass Rush,LE,NA,NA,NA,NA,NA,DE,Ndamukong Suh,C
20210909001563,46081,86.7,30.36,pass_forward,Pass Rush,NT,NA,NA,NA,NA,NA,NT,Vita Vea,C
20210909001563,37082,86.58,33.75,pass_forward,Pass Block,LT,0,0,0,35454,PP,T,Tyron Smith,C
20210909001563,47788,84.77,28.41,pass_forward,Pass Rush,MLB,NA,NA,NA,NA,NA,ILB,Devin White,C
20210909001563,47873,87.33,28.94,pass_forward,Pass Block,RG,0,0,0,35441,SW,G,Connor McGovern,C
20210909001563,52554,86.42,30.66,pass_forward,Pass Block,C,0,0,0,46081,PP,C,Tyler Biadasz,C
20210909001563,35454,86.43,34.7,pass_forward,Pass Rush,RE,NA,NA,NA,NA,NA,DE,Jason Pierre-Paul,C
20210909001563,43424,82.61,29.33,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Dak Prescott,C
20210909001563,47882,87.03,29.61,pass_forward,Pass Rush,SCBiL,NA,NA,NA,NA,NA,FS,Mike Edwards,C
20210909001563,43293,85.09,29.54,pass_forward,Pass Block,HB-L,1,0,0,47788,PU,RB,Ezekiel Elliott,C
20210909001587,46081,90.99,20.74,pass_forward,Pass Rush,NT,NA,NA,NA,NA,NA,NT,Vita Vea,I
20210909001587,52554,93.06,22.37,pass_forward,Pass Block,C,0,0,0,35441,PP,C,Tyler Biadasz,I
20210909001587,47788,89.67,24.37,pass_forward,Pass Rush,RILB,NA,NA,NA,NA,NA,ILB,Devin White,I
20210909001587,46119,90.57,26.84,pass_forward,Pass Block,LG,0,0,0,47788,PT,G,Connor Williams,I
20210909001587,47873,91.27,21.05,pass_forward,Pass Block,RG,0,0,0,35441,SW,G,Connor McGovern,I
20210909001587,38588,86.91,27.19,pass_forward,Pass Rush,ROLB,NA,NA,NA,NA,NA,ILB,Lavonte David,I
20210909001587,35441,93.62,21.72,pass_forward,Pass Rush,DLT,NA,NA,NA,NA,NA,DE,Ndamukong Suh,I
20210909001587,41915,89.31,22.32,pass_forward,Pass Rush,LOLB,NA,NA,NA,NA,NA,OLB,Shaquil Barrett,I
20210909001587,35454,91.22,27.49,pass_forward,Pass Rush,RE,NA,NA,NA,NA,NA,DE,Jason Pierre-Paul,I
20210909001587,37082,88.1,26.65,pass_forward,Pass Block,LT,0,0,0,38588,PP,T,Tyron Smith,I
20210909001587,43424,87.3,24.69,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Dak Prescott,I
20210909001587,42654,89.75,21.68,pass_forward,Pass Block,RT,0,0,0,41915,PP,T,La'el Collins,I
20210909001587,43293,89.45,23.88,pass_forward,Pass Block,HB-R,0,0,0,47788,PU,RB,Ezekiel Elliott,I
20210909001687,47873,80.54,28.43,pass_forward,Pass Block,RG,0,0,0,42560,PP,G,Connor McGovern,I
20210909001687,47882,74.89,31.07,pass_forward,Pass Rush,RLB,NA,NA,NA,NA,NA,FS,Mike Edwards,I
20210909001687,47890,79.4,29.68,pass_forward,Pass Rush,REO,NA,NA,NA,NA,NA,OLB,Anthony Nelson,I
20210909001687,41915,75.84,28.41,pass_forward,Pass Rush,LOLB,NA,NA,NA,NA,NA,OLB,Shaquil Barrett,I
20210909001687,52554,78.28,29.58,pass_forward,Pass Block,C,0,0,0,42560,PT,C,Tyler Biadasz,I
20210909001687,37082,76.05,31.27,pass_forward,Pass Block,LT,0,0,0,40074,PT,T,Tyron Smith,I
20210909001687,42654,75.68,27.29,pass_forward,Pass Block,RT,1,0,0,41915,PP,T,La'el Collins,I
20210909001687,46119,77.68,31,pass_forward,Pass Block,LG,0,0,0,40074,PP,G,Connor Williams,I
20210909001687,40074,78.54,31.11,pass_forward,Pass Rush,DRT,NA,NA,NA,NA,NA,DE,William Gholston,I
20210909001687,42560,80.94,29,pass_forward,Pass Rush,NLT,NA,NA,NA,NA,NA,DT,Rakeem Nunez-Roches,I
20210909001687,43424,77.68,29.03,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Dak Prescott,I
20210909001726,43293,78.89,27.9,pass_forward,Pass Block,HB-L,0,0,0,38588,PU,RB,Ezekiel Elliott,C
20210909001726,43424,76.86,27.49,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Dak Prescott,C
20210909001726,35441,81.08,28.75,pass_forward,Pass Rush,REO,NA,NA,NA,NA,NA,DE,Ndamukong Suh,C
20210909001726,53461,77.86,30.77,pass_forward,Pass Rush,ROLB,NA,NA,NA,NA,NA,OLB,Joe Tryon,C
20210909001726,41338,78.72,24.07,pass_forward,Pass Rush,SCBoL,NA,NA,NA,NA,NA,CB,Ross Cockrell,C
20210909001726,46081,79.29,27.07,pass_forward,Pass Rush,NT,NA,NA,NA,NA,NA,NT,Vita Vea,C
20210909001726,38588,78.91,28.47,pass_forward,Pass Rush,RILB,NA,NA,NA,NA,NA,ILB,Lavonte David,C
20210909001726,46119,80.6,28.83,pass_forward,Pass Block,LG,0,0,0,35441,PP,G,Connor Williams,C
20210909001726,41915,81.74,24.13,pass_forward,Pass Rush,LOLB,NA,NA,NA,NA,NA,OLB,Shaquil Barrett,C
20210909001726,52554,78.9,26.64,pass_forward,Pass Block,C,0,0,0,46081,PP,C,Tyler Biadasz,C
20210909001726,47873,79.91,26.33,pass_forward,Pass Block,RG,0,0,0,47788,PT,G,Connor McGovern,C
20210909001726,37082,77.68,29.84,pass_forward,Pass Block,LT,0,0,0,35441,PT,T,Tyron Smith,C
20210909001726,42654,80.95,24.8,pass_forward,Pass Block,RT,0,0,0,41915,PP,T,La'el Collins,C
20210909001776,47788,99.66,29.53,pass_forward,Pass Rush,MLB,NA,NA,NA,NA,NA,ILB,Devin White,C
20210909001776,46119,99.82,30.42,pass_forward,Pass Block,LG,1,0,0,35441,PT,G,Connor Williams,C
20210909001776,42654,102.28,27.38,pass_forward,Pass Block,RT,0,0,0,41915,PP,T,La'el Collins,C
20210909001776,35441,98.71,31.96,pass_forward,Pass Rush,DRT,NA,NA,NA,NA,NA,DE,Ndamukong Suh,C
20210909001776,37082,97.78,31.64,pass_forward,Pass Block,LT,0,0,0,35441,PP,T,Tyron Smith,C
20210909001776,46081,99.15,29.96,pass_forward,Pass Rush,DLT,NA,NA,NA,NA,NA,NT,Vita Vea,C
20210909001776,46206,99.36,32.91,pass_forward,Pass Block,TE-L,0,0,0,53461,PP,TE,Dalton Schultz,C
20210909001776,43424,95.9,32.19,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Dak Prescott,C
20210909001776,53461,98.14,32.95,pass_forward,Pass Rush,ROLB,NA,NA,NA,NA,NA,OLB,Joe Tryon,C
20210909001776,52453,95.6,29.46,pass_forward,Pass Rush,LOLB,NA,NA,NA,NA,NA,FS,Antoine Winfield,C
20210909001776,52554,98.91,29.53,pass_forward,Pass Block,C,1,0,0,46081,SW,C,Tyler Biadasz,C
20210909001776,43293,96.79,29.44,pass_forward,Pass Block,HB-R,0,0,0,52453,PU,RB,Ezekiel Elliott,C
20210909001776,41915,102.48,28.34,pass_forward,Pass Rush,LOLB,NA,NA,NA,NA,NA,OLB,Shaquil Barrett,C
20210909001776,47873,100.2,28.75,pass_forward,Pass Block,RG,0,0,0,46081,PT,G,Connor McGovern,C
20210909001776,38588,99.56,34.97,pass_forward,Pass Rush,RLB,NA,NA,NA,NA,NA,ILB,Lavonte David,C
2021090900187,47873,80.55,28.15,pass_forward,Pass Block,RG,0,0,0,35441,PP,G,Connor McGovern,C
2021090900187,37082,80.55,24.2,pass_forward,Pass Block,LT,0,0,0,35454,PP,T,Tyron Smith,C
2021090900187,42654,80.61,29.52,pass_forward,Pass Block,RT,0,0,0,35441,CL,T,La'el Collins,C
2021090900187,52554,80.99,27.36,pass_forward,Pass Block,C,0,0,0,46081,CL,C,Tyler Biadasz,C
2021090900187,38588,79.62,25.38,pass_forward,Pass Rush,RILB,NA,NA,NA,NA,NA,ILB,Lavonte David,C
2021090900187,35441,79.35,28.33,pass_forward,Pass Rush,LILB,NA,NA,NA,NA,NA,DE,Ndamukong Suh,C
2021090900187,35454,79.98,24.94,pass_forward,Pass Rush,REO,NA,NA,NA,NA,NA,DE,Jason Pierre-Paul,C
2021090900187,46081,79.7,26.09,pass_forward,Pass Rush,DRT,NA,NA,NA,NA,NA,NT,Vita Vea,C
2021090900187,46119,80.72,25.9,pass_forward,Pass Block,LG,0,0,0,46081,PP,G,Connor Williams,C
2021090900187,43424,84,26.44,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Dak Prescott,C
20210909001918,42654,86.63,26.19,pass_forward,Pass Block,RT,0,0,0,34777,CL,T,La'el Collins,I
20210909001918,46119,88.69,28.78,pass_forward,Pass Block,LG,0,0,0,42560,PP,G,Connor Williams,I
20210909001918,43424,85.16,30.37,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Dak Prescott,I
20210909001918,41915,89.38,29.19,pass_forward,Pass Rush,LOLB,NA,NA,NA,NA,NA,OLB,Shaquil Barrett,I
20210909001918,34777,87.89,26.06,pass_forward,Pass Rush,LE,NA,NA,NA,NA,NA,NT,Steve McLendon,I
20210909001918,42560,89.22,27.98,pass_forward,Pass Rush,DRT,NA,NA,NA,NA,NA,DT,Rakeem Nunez-Roches,I
20210909001918,47911,85.61,26.78,pass_forward,Pass Block,HB-L,0,0,0,47882,BH,RB,Tony Pollard,I
20210909001918,35454,87.72,35.07,pass_forward,Pass Rush,ROLB,NA,NA,NA,NA,NA,DE,Jason Pierre-Paul,I
20210909001918,47882,86.89,24.92,pass_forward,Pass Rush,SCBiL,NA,NA,NA,NA,NA,FS,Mike Edwards,I
20210909001918,37082,87.33,34.48,pass_forward,Pass Block,LT,0,0,0,35454,PP,T,Tyron Smith,I
20210909001918,47873,87.75,27.23,pass_forward,Pass Block,RG,0,0,0,34777,PP,G,Connor McGovern,I
20210909001918,52554,88.34,26.99,pass_forward,Pass Block,C,1,0,0,42560,PT,C,Tyler Biadasz,I
20210909001940,35454,89.38,27.62,pass_forward,Pass Rush,REO,NA,NA,NA,NA,NA,DE,Jason Pierre-Paul,I
20210909001940,43424,84.87,29.83,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Dak Prescott,I
20210909001940,35441,88.41,33.27,pass_forward,Pass Rush,DRT,NA,NA,NA,NA,NA,DE,Ndamukong Suh,I
20210909001940,41915,84.34,25.72,pass_forward,Pass Rush,LOLB,NA,NA,NA,NA,NA,OLB,Shaquil Barrett,I
20210909001940,37082,87.77,33.73,pass_forward,Pass Block,LT,0,0,0,35441,PP,T,Tyron Smith,I
20210909001940,47873,87.91,27.81,pass_forward,Pass Block,RG,0,0,0,35454,PP,G,Connor McGovern,I
20210909001940,42654,85.12,25.57,pass_forward,Pass Block,RT,0,0,0,41915,PP,T,La'el Collins,I
20210909001940,46119,87.7,30.58,pass_forward,Pass Block,LG,0,0,0,46081,PP,G,Connor Williams,I
20210909001940,52554,88.41,28.71,pass_forward,Pass Block,C,0,0,0,46081,SW,C,Tyler Biadasz,I
20210909001940,46081,88.29,30.82,pass_forward,Pass Rush,DRT,NA,NA,NA,NA,NA,NT,Vita Vea,I
20210909002008,41263,69.21,32.93,pass_forward,Pass Rush,LEO,NA,NA,NA,NA,NA,DE,Demarcus Lawrence,C
20210909002008,52421,71.82,33.19,pass_forward,Pass Block,RT,0,0,0,41363,PP,T,Tristan Wirfs,C
20210909002008,41363,71.46,33.89,pass_forward,Pass Rush,DLT,NA,NA,NA,NA,NA,DE,Brent Urban,C
20210909002008,46163,70.4,32.11,pass_forward,Pass Block,RG,0,0,0,41363,SW,G,Alex Cappa,C
20210909002008,46185,70.92,23.45,pass_forward,Pass Rush,ROLB,NA,NA,NA,NA,NA,DE,Dorance Armstrong,C
20210909002008,42377,71.93,25.47,pass_forward,Pass Block,LT,0,0,0,46185,PP,T,Donovan Smith,C
20210909002008,40151,69.54,27.68,pass_forward,Pass Block,C,0,0,0,44955,PP,C,Ryan Jensen,C
20210909002008,25511,74.54,29.68,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Tom Brady,C
20210909002008,44955,68.66,25.99,pass_forward,Pass Rush,DRT,NA,NA,NA,NA,NA,DE,Carlos Watkins,C
20210909002032,46163,64.06,28.34,pass_forward,Pass Block,RG,0,0,0,41363,PP,G,Alex Cappa,C
20210909002032,44955,63.4,23.57,pass_forward,Pass Rush,DRT,NA,NA,NA,NA,NA,DE,Carlos Watkins,C
20210909002032,52421,66.68,22.62,pass_forward,Pass Block,RT,0,0,0,41263,PP,T,Tristan Wirfs,C
20210909002032,41363,63.17,29.44,pass_forward,Pass Rush,LE,NA,NA,NA,NA,NA,DE,Brent Urban,C
20210909002032,42404,62.68,22.68,pass_forward,Pass Block,LG,0,0,0,44955,PP,G,Ali Marpet,C
20210909002032,41263,66.01,21.33,pass_forward,Pass Rush,LEO,NA,NA,NA,NA,NA,DE,Demarcus Lawrence,C
20210909002032,46185,64.62,25.88,pass_forward,Pass Rush,ROLB,NA,NA,NA,NA,NA,DE,Dorance Armstrong,C
20210909002032,42377,65.59,23.84,pass_forward,Pass Block,LT,0,0,0,46185,PP,T,Donovan Smith,C
20210909002032,25511,61.34,24.61,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Tom Brady,C
20210909002088,46081,30.32,31.11,pass_forward,Pass Rush,DRT,NA,NA,NA,NA,NA,NT,Vita Vea,C
20210909002088,35454,27.11,33.8,pass_forward,Pass Rush,ROLB,NA,NA,NA,NA,NA,DE,Jason Pierre-Paul,C
20210909002088,52554,29.78,28.62,pass_forward,Pass Block,C,0,0,0,35441,CL,C,Tyler Biadasz,C
20210909002088,35441,30.95,27.46,pass_forward,Pass Rush,DLT,NA,NA,NA,NA,NA,DE,Ndamukong Suh,C
20210909002088,47890,28.01,24.81,pass_forward,Pass Rush,LEO,NA,NA,NA,NA,NA,OLB,Anthony Nelson,C
20210909002088,43424,28.46,30.39,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Dak Prescott,C
20210909002088,46119,29.8,30.82,pass_forward,Pass Block,LG,1,0,0,46081,PP,G,Connor Williams,C
20210909002088,42654,29.91,24.85,pass_forward,Pass Block,RT,0,0,0,47890,PP,T,La'el Collins,C
20210909002088,37082,28.07,33.54,pass_forward,Pass Block,LT,0,0,0,35454,PP,T,Tyron Smith,C
20210909002088,47873,30.21,27.24,pass_forward,Pass Block,RG,0,0,0,35441,PP,G,Connor McGovern,C
20210909002129,52554,40.56,28.79,pass_forward,Pass Block,C,0,0,0,47890,PP,C,Tyler Biadasz,C
20210909002129,37082,40.31,30.98,pass_forward,Pass Block,LT,0,0,0,35454,PP,T,Tyron Smith,C
20210909002129,42654,37.49,29.08,pass_forward,Pass Block,RT,0,0,0,35441,PP,T,La'el Collins,C
20210909002129,47873,40.09,27.75,pass_forward,Pass Block,RG,0,0,0,35441,SW,G,Connor McGovern,C
20210909002129,35441,36.66,28.72,pass_forward,Pass Rush,LE,NA,NA,NA,NA,NA,DE,Ndamukong Suh,C
20210909002129,46081,42.88,31.14,pass_forward,Pass Rush,DRT,NA,NA,NA,NA,NA,NT,Vita Vea,C
20210909002129,47890,41.36,28.69,pass_forward,Pass Rush,LEO,NA,NA,NA,NA,NA,OLB,Anthony Nelson,C
20210909002129,43424,37.92,31.28,pass_forward,Pass,QB,NA,NA,NA,NA,NA,QB,Dak Prescott,C
