"playIdUnique","nflId","x","y","event","pff_role","pff_positionLinedUp","pff_beatenByDefender","pff_hitAllowed","pff_sackAllowed","pff_nflIdBlockedPlayer","pff_blockType","officialPosition","displayName","passResult","Distance_denied"
20210909001227,40151,56.22,27.85,"pass_forward","Pass Block","C",0,0,0,44955,"CL","C","Ryan Jensen","C",3.33546098762974
20210909001227,53504,55.79,25.75,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Osa Odighizuwa","C",3.8516749603257
20210909001227,44955,56.51,29.19,"pass_forward","Pass Rush","LE",0,0,0,0,"0","DE","Carlos Watkins","C",3.67001362395291
20210909001227,42404,56.47,25.75,"pass_forward","Pass Block","LG",0,0,0,53504,"PP","G","Ali Marpet","C",3.21462283946344
20210909001227,42377,58.53,23.81,"pass_forward","Pass Block","LT",0,0,0,42403,"PP","T","Donovan Smith","C",3.29802971484491
20210909001227,46163,56.97,28.64,"pass_forward","Pass Block","RG",0,0,0,44955,"PP","G","Alex Cappa","C",2.9759872311554
20210909001227,41263,57.52,30.35,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","DE","Demarcus Lawrence","C",3.87856932386157
20210909001267,42404,37.97,29.33,"pass_forward","Pass Block","LG",0,0,0,53621,"PA","G","Ali Marpet","C",3.41058645983356
20210909001267,52421,41.02,33.78,"pass_forward","Pass Block","RT",0,0,0,44892,"PA","T","Tristan Wirfs","C",3.82179277303205
20210909001267,41363,37.97,32.71,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DE","Brent Urban","C",4.32782855482978
20210909001267,25511,41.32,29.97,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Tom Brady","C",0
20210909001267,40151,37.73,30.69,"pass_forward","Pass Block","C",0,0,0,53621,"PA","C","Ryan Jensen","C",3.66148876824715
20210909001267,42377,38.98,27.34,"pass_forward","Pass Block","LT",0,0,0,52587,"PT","T","Donovan Smith","C",3.52029828281639
20210909001267,53621,37.07,29.1,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Quinton Bohanna","C",4.33813323907876
20210909001267,44892,41.56,34.37,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","DE","Tarell Basham","C",4.40654059325453
20210909001267,44831,39.67,24.75,"pass_forward","Pass Block","TE-L",0,0,0,52587,"PA","TE","O.J. Howard","C",5.47456847614495
20210909001267,52587,39.43,23.83,"pass_forward","Pass Rush","REO",0,0,0,0,"0","DE","Bradlee Anae","C",6.42430540992565
20210909001267,46163,38.3,32.16,"pass_forward","Pass Block","RG",0,0,0,41363,"PA","G","Alex Cappa","C",3.73048254251377
20210909001312,46163,15.34,27.27,"pass_forward","Pass Block","RG",0,0,0,43323,"PA","G","Alex Cappa","C",11.3245927079079
20210909001312,46088,13.6,24.02,"pass_forward","Pass Rush","RLB",0,0,0,0,"0","OLB","Leighton Vander Esch","C",15.0086008675026
20210909001312,42377,15.51,18.84,"pass_forward","Pass Block","LT",0,0,0,52587,"PA","T","Donovan Smith","C",19.2260084260878
20210909001312,52421,15.71,29.83,"pass_forward","Pass Block","RT",0,0,0,41363,"PA","T","Tristan Wirfs","C",8.8922494341983
20210909001312,25511,20.26,37.47,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Tom Brady","C",0
20210909001312,43323,12.64,27.87,"pass_forward","Pass Rush","LILB",0,0,0,0,"0","MLB","Jaylon Smith","C",12.2566063818661
20210909001312,42404,14.79,24.44,"pass_forward","Pass Block","LG",0,0,0,53621,"PT","G","Ali Marpet","C",14.1315887288019
20210909001312,40151,17.81,25.5,"pass_forward","Pass Block","C",0,0,0,53621,"PA","C","Ryan Jensen","C",12.2181586174022
20210909001312,53621,18.85,23,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Quinton Bohanna","C",14.5385350018494
20210909001312,41363,17,32.37,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DE","Brent Urban","C",6.052900131342
20210909001368,46206,28.39,28.73,"pass_forward","Pass Block","TE-L",0,0,0,41915,"PP","TE","Dalton Schultz","C",5.83535774396052
20210909001368,46081,32.02,23.12,"pass_forward","Pass Rush","NLT",0,0,0,0,"0","NT","Vita Vea","C",3.8862321083538
20210909001368,35454,31.79,18.47,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","DE","Jason Pierre-Paul","C",5.73998257837077
20210909001368,43424,28.14,22.9,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Dak Prescott","C",0
20210909001368,37082,28.62,27.31,"pass_forward","Pass Block","LT",0,0,0,35441,"PT","T","Tyron Smith","C",4.43604553628567
20210909001368,41915,29.07,29.89,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Shaquil Barrett","C",7.0515955641259
20210909001368,47873,31.41,23.5,"pass_forward","Pass Block","RG",0,0,0,46081,"PA","G","Connor McGovern","C",3.32459020031041
20210909001368,42654,31.54,19.38,"pass_forward","Pass Block","RT",0,0,0,35454,"PA","T","La'el Collins","C",4.8939145885477
20210909001368,52554,30.69,25.73,"pass_forward","Pass Block","C",0,0,0,46081,"PT","C","Tyler Biadasz","C",3.80938315216519
20210909001368,46119,30.13,26.66,"pass_forward","Pass Block","LG",0,0,0,35441,"PA","G","Connor Williams","C",4.25413916086439
20210909001368,35441,30.58,27.02,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DE","Ndamukong Suh","C",4.78831912052653
2021090900137,53461,115.88,20.07,"pass_forward","Pass Rush","SCBR",0,0,0,0,"0","OLB","Joe Tryon","C",3.3639411409833
2021090900137,46081,114.05,23.52,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","NT","Vita Vea","C",2.43402958075699
2021090900137,47873,114.04,24.19,"pass_forward","Pass Block","RG",0,0,0,46081,"PP","G","Connor McGovern","C",2.57093368253636
2021090900137,46119,112.83,22.37,"pass_forward","Pass Block","LG",0,0,0,35441,"SW","G","Connor Williams","C",3.78716252621934
2021090900137,35441,112.85,23.58,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DE","Ndamukong Suh","C",3.63550546691929
2021090900137,42654,114.51,27.33,"pass_forward","Pass Block","RT",0,0,0,40074,"PP","T","La'el Collins","C",4.41400045310374
2021090900137,43424,116.48,23.38,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Dak Prescott","C",0
2021090900137,52554,113.43,23.8,"pass_forward","Pass Block","C",0,0,0,35441,"PP","C","Tyler Biadasz","C",3.07878222679032
2021090900137,35454,111.34,23.14,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","DE","Jason Pierre-Paul","C",5.14560006218905
2021090900137,37082,115.2,20.28,"pass_forward","Pass Block","LT",0,0,0,35454,"PT","T","Tyron Smith","C",3.35386344385098
2021090900137,40074,113.97,28.21,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","DE","William Gholston","C",5.44325270403644
20210909001392,46119,49.74,31.09,"pass_forward","Pass Block","LG",0,0,0,46081,"PP","G","Connor Williams","I",2.07086938265068
20210909001392,52554,49.15,30.01,"pass_forward","Pass Block","C",1,0,0,40074,"PP","C","Tyler Biadasz","I",2.26790652364686
20210909001392,46081,49.91,31.69,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","NT","Vita Vea","I",2.30417013260739
20210909001392,37082,50.43,33.49,"pass_forward","Pass Block","LT",0,0,0,41915,"PP","T","Tyron Smith","I",3.61845270799551
20210909001392,41915,50.46,34.24,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Shaquil Barrett","I",4.1631958877766
20210909001392,35441,51.34,27.76,"pass_forward","Pass Rush","LE",0,0,0,0,"0","DE","Ndamukong Suh","I",4.99609847781246
20210909001392,40074,49.72,30.18,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","DE","William Gholston","I",2.26790652364686
20210909001392,35454,51.65,27.58,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","DE","Jason Pierre-Paul","I",5.34652223412565
20210909001392,47873,50.46,28.46,"pass_forward","Pass Block","RG",0,0,0,35441,"PP","G","Connor McGovern","I",3.87559027762223
20210909001392,43424,47.67,31.15,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Dak Prescott","I",0
20210909001392,42654,50.24,27.57,"pass_forward","Pass Block","RT",0,0,0,35441,"CL","T","La'el Collins","I",4.406960403725
20210909001425,46081,69.29,20.42,"pass_forward","Pass Rush","NT",0,0,0,0,"0","NT","Vita Vea","C",13.0249030706566
20210909001425,47873,67.26,22.78,"pass_forward","Pass Block","RG",0,0,0,46081,"PA","G","Connor McGovern","C",15.1647617851386
20210909001425,46119,58.06,33.31,"pass_forward","Pass Block","LG",0,0,0,40074,"PA","G","Connor Williams","C",27.1618942638395
20210909001425,40074,60.55,29.89,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DE","William Gholston","C",23.1521446090854
20210909001425,42654,63.68,19.98,"pass_forward","Pass Block","RT",0,0,0,35441,"PA","T","La'el Collins","C",12.7675212942842
20210909001425,35441,67.05,15.2,"pass_forward","Pass Rush","LE",0,0,0,0,"0","DE","Ndamukong Suh","C",7.58190609279751
20210909001425,52554,70.78,29.61,"pass_forward","Pass Block","C",0,0,0,40074,"PA","C","Tyler Biadasz","C",22.3331614421246
20210909001425,43424,66.88,7.62,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Dak Prescott","C",0
20210909001506,37082,80.67,36.71,"pass_forward","Pass Block","LT",0,0,0,41915,"PA","T","Tyron Smith","I",6.40619231681347
20210909001506,47873,84.43,34.03,"pass_forward","Pass Block","RG",0,0,0,35441,"PT","G","Connor McGovern","I",9.55975418094001
20210909001506,43424,81.35,43.08,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Dak Prescott","I",0
20210909001506,35441,84.7,39.21,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DE","Ndamukong Suh","I",5.11853494664245
20210909001506,46119,80.65,28.18,"pass_forward","Pass Block","LG",0,0,0,35454,"UP","G","Connor Williams","I",14.9164338901763
20210909001506,52554,78.47,35.63,"pass_forward","Pass Block","C",0,0,0,46081,"PA","C","Tyler Biadasz","I",7.98729616328329
20210909001506,41915,83.34,40.06,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Shaquil Barrett","I",3.61669738850239
20210909001506,46081,80.93,39.4,"pass_forward","Pass Rush","NRT",0,0,0,0,"0","NT","Vita Vea","I",3.70388984717418
20210909001506,42654,83.53,35.44,"pass_forward","Pass Block","RT",0,0,0,35441,"PA","T","La'el Collins","I",7.94493549375953
20210909001506,35454,80.95,27.47,"pass_forward","Pass Rush","LOLB",0,0,0,0,"0","DE","Jason Pierre-Paul","I",15.6151240789178
20210909001563,46119,86.93,31.21,"pass_forward","Pass Block","LG",0,0,0,35454,"SW","G","Connor Williams","C",4.71134800242989
20210909001563,42654,88.97,26.49,"pass_forward","Pass Block","RT",0,0,0,35441,"PP","T","La'el Collins","C",6.96528534950292
20210909001563,35441,89.52,25.64,"pass_forward","Pass Rush","LE",0,0,0,0,"0","DE","Ndamukong Suh","C",7.83353049397268
20210909001563,46081,86.7,30.36,"pass_forward","Pass Rush","NT",0,0,0,0,"0","NT","Vita Vea","C",4.21770079545717
20210909001563,37082,86.58,33.75,"pass_forward","Pass Block","LT",0,0,0,35454,"PP","T","Tyron Smith","C",5.94115308673325
20210909001563,47788,84.77,28.41,"pass_forward","Pass Rush","MLB",0,0,0,0,"0","ILB","Devin White","C",2.34776489453267
20210909001563,47873,87.33,28.94,"pass_forward","Pass Block","RG",0,0,0,35441,"SW","G","Connor McGovern","C",4.73608488099612
20210909001563,52554,86.42,30.66,"pass_forward","Pass Block","C",0,0,0,46081,"PP","C","Tyler Biadasz","C",4.03546775479622
20210909001563,35454,86.43,34.7,"pass_forward","Pass Rush","RE",0,0,0,0,"0","DE","Jason Pierre-Paul","C",6.59009104641204
20210909001563,43424,82.61,29.33,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Dak Prescott","C",0
20210909001563,47882,87.03,29.61,"pass_forward","Pass Rush","SCBiL",0,0,0,0,"0","FS","Mike Edwards","C",4.42885989843888
20210909001563,43293,85.09,29.54,"pass_forward","Pass Block","HB-L",1,0,0,47788,"PU","RB","Ezekiel Elliott","C",2.34776489453267
20210909001587,46081,90.99,20.74,"pass_forward","Pass Rush","NT",0,0,0,0,"0","NT","Vita Vea","I",5.4054232026734
20210909001587,52554,93.06,22.37,"pass_forward","Pass Block","C",0,0,0,35441,"PP","C","Tyler Biadasz","I",6.20966987850402
20210909001587,47788,89.67,24.37,"pass_forward","Pass Rush","RILB",0,0,0,0,"0","ILB","Devin White","I",2.391505801791
20210909001587,46119,90.57,26.84,"pass_forward","Pass Block","LG",0,0,0,47788,"PT","G","Connor Williams","I",3.91348949148966
20210909001587,47873,91.27,21.05,"pass_forward","Pass Block","RG",0,0,0,35441,"SW","G","Connor McGovern","I",5.3861396194306
20210909001587,38588,86.91,27.19,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","ILB","Lavonte David","I",2.5302371430362
20210909001587,35441,93.62,21.72,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DE","Ndamukong Suh","I",6.98307238971501
20210909001587,41915,89.31,22.32,"pass_forward","Pass Rush","LOLB",0,0,0,0,"0","OLB","Shaquil Barrett","I",3.10757139901886
20210909001587,35454,91.22,27.49,"pass_forward","Pass Rush","RE",0,0,0,0,"0","DE","Jason Pierre-Paul","I",4.81730214954387
20210909001587,37082,88.1,26.65,"pass_forward","Pass Block","LT",0,0,0,38588,"PP","T","Tyron Smith","I",2.11697897958387
20210909001587,43424,87.3,24.69,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Dak Prescott","I",0
20210909001587,42654,89.75,21.68,"pass_forward","Pass Block","RT",0,0,0,41915,"PP","T","La'el Collins","I",3.88105655717615
20210909001587,43293,89.45,23.88,"pass_forward","Pass Block","HB-R",0,0,0,47788,"PU","RB","Ezekiel Elliott","I",2.29752040252095
20210909001687,47873,80.54,28.43,"pass_forward","Pass Block","RG",0,0,0,42560,"PP","G","Connor McGovern","I",2.922259399848
20210909001687,47882,74.89,31.07,"pass_forward","Pass Rush","RLB",0,0,0,0,"0","FS","Mike Edwards","I",3.4562551989111
20210909001687,47890,79.4,29.68,"pass_forward","Pass Rush","REO",0,0,0,0,"0","OLB","Anthony Nelson","I",1.83872238252543
20210909001687,41915,75.84,28.41,"pass_forward","Pass Rush","LOLB",0,0,0,0,"0","OLB","Shaquil Barrett","I",1.94164878389476
20210909001687,52554,78.28,29.58,"pass_forward","Pass Block","C",0,0,0,42560,"PT","C","Tyler Biadasz","I",0.813941029804979
20210909001687,37082,76.05,31.27,"pass_forward","Pass Block","LT",0,0,0,40074,"PT","T","Tyron Smith","I",2.7702887936098
20210909001687,42654,75.68,27.29,"pass_forward","Pass Block","RT",1,0,0,41915,"PP","T","La'el Collins","I",1.94164878389476
20210909001687,46119,77.68,31,"pass_forward","Pass Block","LG",0,0,0,40074,"PP","G","Connor Williams","I",1.97
20210909001687,40074,78.54,31.11,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DE","William Gholston","I",2.2507776433935
20210909001687,42560,80.94,29,"pass_forward","Pass Rush","NLT",0,0,0,0,"0","DT","Rakeem Nunez-Roches","I",3.26013803388751
20210909001687,43424,77.68,29.03,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Dak Prescott","I",0
20210909001726,43293,78.89,27.9,"pass_forward","Pass Block","HB-L",0,0,0,38588,"PU","RB","Ezekiel Elliott","C",2.07099010137663
20210909001726,43424,76.86,27.49,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Dak Prescott","C",0
20210909001726,35441,81.08,28.75,"pass_forward","Pass Rush","REO",0,0,0,0,"0","DE","Ndamukong Suh","C",4.40408900909144
20210909001726,53461,77.86,30.77,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Joe Tryon","C",3.42905234722365
20210909001726,41338,78.72,24.07,"pass_forward","Pass Rush","SCBoL",0,0,0,0,"0","CB","Ross Cockrell","C",3.893070767402
20210909001726,46081,79.29,27.07,"pass_forward","Pass Rush","NT",0,0,0,0,"0","NT","Vita Vea","C",2.46602919690746
20210909001726,38588,78.91,28.47,"pass_forward","Pass Rush","RILB",0,0,0,0,"0","ILB","Lavonte David","C",2.27220157556498
20210909001726,46119,80.6,28.83,"pass_forward","Pass Block","LG",0,0,0,35441,"PP","G","Connor Williams","C",3.97280757147889
20210909001726,41915,81.74,24.13,"pass_forward","Pass Rush","LOLB",0,0,0,0,"0","OLB","Shaquil Barrett","C",5.92486286761136
20210909001726,52554,78.9,26.64,"pass_forward","Pass Block","C",0,0,0,46081,"PP","C","Tyler Biadasz","C",2.21
20210909001726,47873,79.91,26.33,"pass_forward","Pass Block","RG",0,0,0,47788,"PT","G","Connor McGovern","C",3.26314265701026
20210909001726,37082,77.68,29.84,"pass_forward","Pass Block","LT",0,0,0,35441,"PT","T","Tyron Smith","C",2.48895560426457
20210909001726,42654,80.95,24.8,"pass_forward","Pass Block","RT",0,0,0,41915,"PP","T","La'el Collins","C",4.89532429977831
20210909001776,47788,99.66,29.53,"pass_forward","Pass Rush","MLB",0,0,0,0,"0","ILB","Devin White","C",4.60577897863108
20210909001776,46119,99.82,30.42,"pass_forward","Pass Block","LG",1,0,0,35441,"PT","G","Connor Williams","C",2.81939709867197
20210909001776,42654,102.28,27.38,"pass_forward","Pass Block","RT",0,0,0,41915,"PP","T","La'el Collins","C",7.9900250312499
20210909001776,35441,98.71,31.96,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DE","Ndamukong Suh","C",2.81939709867197
20210909001776,37082,97.78,31.64,"pass_forward","Pass Block","LT",0,0,0,35441,"PP","T","Tyron Smith","C",1.95880065346119
20210909001776,46081,99.15,29.96,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","NT","Vita Vea","C",3.94149717746949
20210909001776,46206,99.36,32.91,"pass_forward","Pass Block","TE-L",0,0,0,53461,"PP","TE","Dalton Schultz","C",3.53411940941445
20210909001776,43424,95.9,32.19,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Dak Prescott","C",0
20210909001776,53461,98.14,32.95,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","OLB","Joe Tryon","C",2.3654175107156
20210909001776,52453,95.6,29.46,"pass_forward","Pass Rush","LOLB",0,0,0,0,"0","FS","Antoine Winfield","C",2.74643405163859
20210909001776,52554,98.91,29.53,"pass_forward","Pass Block","C",1,0,0,46081,"SW","C","Tyler Biadasz","C",3.94149717746949
20210909001776,43293,96.79,29.44,"pass_forward","Pass Block","HB-R",0,0,0,52453,"PU","RB","Ezekiel Elliott","C",2.89043249358984
20210909001776,41915,102.48,28.34,"pass_forward","Pass Rush","LOLB",0,0,0,0,"0","OLB","Shaquil Barrett","C",7.62357527673204
20210909001776,47873,100.2,28.75,"pass_forward","Pass Block","RG",0,0,0,46081,"PT","G","Connor McGovern","C",5.50668684419225
20210909001776,38588,99.56,34.97,"pass_forward","Pass Rush","RLB",0,0,0,0,"0","ILB","Lavonte David","C",4.59608529076648
2021090900187,47873,80.55,28.15,"pass_forward","Pass Block","RG",0,0,0,35441,"PP","G","Connor McGovern","C",3.85053243071656
2021090900187,37082,80.55,24.2,"pass_forward","Pass Block","LT",0,0,0,35454,"PP","T","Tyron Smith","C",4.11340491563863
2021090900187,42654,80.61,29.52,"pass_forward","Pass Block","RT",0,0,0,35441,"CL","T","La'el Collins","C",4.58022925190432
2021090900187,52554,80.99,27.36,"pass_forward","Pass Block","C",0,0,0,46081,"CL","C","Tyler Biadasz","C",3.14745929282652
2021090900187,38588,79.62,25.38,"pass_forward","Pass Rush","RILB",0,0,0,0,"0","ILB","Lavonte David","C",4.50643983650065
2021090900187,35441,79.35,28.33,"pass_forward","Pass Rush","LILB",0,0,0,0,"0","DE","Ndamukong Suh","C",5.01942227751362
2021090900187,35454,79.98,24.94,"pass_forward","Pass Rush","REO",0,0,0,0,"0","DE","Jason Pierre-Paul","C",4.29073420290747
2021090900187,46081,79.7,26.09,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","NT","Vita Vea","C",4.31422067122209
2021090900187,46119,80.72,25.9,"pass_forward","Pass Block","LG",0,0,0,46081,"PP","G","Connor Williams","C",3.32415402771893
2021090900187,43424,84,26.44,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Dak Prescott","C",0
20210909001918,42654,86.63,26.19,"pass_forward","Pass Block","RT",0,0,0,34777,"CL","T","La'el Collins","I",4.43094797983456
20210909001918,46119,88.69,28.78,"pass_forward","Pass Block","LG",0,0,0,42560,"PP","G","Connor Williams","I",3.87156299186776
20210909001918,43424,85.16,30.37,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Dak Prescott","I",0
20210909001918,41915,89.38,29.19,"pass_forward","Pass Rush","LOLB",0,0,0,0,"0","OLB","Shaquil Barrett","I",4.38187174618336
20210909001918,34777,87.89,26.06,"pass_forward","Pass Rush","LE",0,0,0,0,"0","NT","Steve McLendon","I",5.10186240504387
20210909001918,42560,89.22,27.98,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DT","Rakeem Nunez-Roches","I",4.71123126157059
20210909001918,47911,85.61,26.78,"pass_forward","Pass Block","HB-L",0,0,0,47882,"BH","RB","Tony Pollard","I",3.61809342057388
20210909001918,35454,87.72,35.07,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","DE","Jason Pierre-Paul","I",5.35197159932674
20210909001918,47882,86.89,24.92,"pass_forward","Pass Rush","SCBiL",0,0,0,0,"0","FS","Mike Edwards","I",5.71798915703764
20210909001918,37082,87.33,34.48,"pass_forward","Pass Block","LT",0,0,0,35454,"PP","T","Tyron Smith","I",4.64768759707448
20210909001918,47873,87.75,27.23,"pass_forward","Pass Block","RG",0,0,0,34777,"PP","G","Connor McGovern","I",4.07034396580928
20210909001918,52554,88.34,26.99,"pass_forward","Pass Block","C",1,0,0,42560,"PT","C","Tyler Biadasz","I",4.71123126157059
20210909001940,35454,89.38,27.62,"pass_forward","Pass Rush","REO",0,0,0,0,"0","DE","Jason Pierre-Paul","I",5.02236995849568
20210909001940,43424,84.87,29.83,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Dak Prescott","I",0
20210909001940,35441,88.41,33.27,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DE","Ndamukong Suh","I",4.93611183017565
20210909001940,41915,84.34,25.72,"pass_forward","Pass Rush","LOLB",0,0,0,0,"0","OLB","Shaquil Barrett","I",4.14403185315943
20210909001940,37082,87.77,33.73,"pass_forward","Pass Block","LT",0,0,0,35441,"PP","T","Tyron Smith","I",4.86004115208914
20210909001940,47873,87.91,27.81,"pass_forward","Pass Block","RG",0,0,0,35454,"PP","G","Connor McGovern","I",3.64993150620665
20210909001940,42654,85.12,25.57,"pass_forward","Pass Block","RT",0,0,0,41915,"PP","T","La'el Collins","I",4.26732937561656
20210909001940,46119,87.7,30.58,"pass_forward","Pass Block","LG",0,0,0,46081,"PP","G","Connor Williams","I",2.92769533934117
20210909001940,52554,88.41,28.71,"pass_forward","Pass Block","C",0,0,0,46081,"SW","C","Tyler Biadasz","I",3.71295030939009
20210909001940,46081,88.29,30.82,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","NT","Vita Vea","I",3.56040728007345
20210909002008,41263,69.21,32.93,"pass_forward","Pass Rush","LEO",0,0,0,0,"0","DE","Demarcus Lawrence","C",6.24270774584235
20210909002008,52421,71.82,33.19,"pass_forward","Pass Block","RT",0,0,0,41363,"PP","T","Tristan Wirfs","C",4.44055176751719
20210909002008,41363,71.46,33.89,"pass_forward","Pass Rush","DLT",0,0,0,0,"0","DE","Brent Urban","C",5.21636846858042
20210909002008,46163,70.4,32.11,"pass_forward","Pass Block","RG",0,0,0,41363,"SW","G","Alex Cappa","C",4.80046872711405
20210909002008,46185,70.92,23.45,"pass_forward","Pass Rush","ROLB",0,0,0,0,"0","DE","Dorance Armstrong","C",7.20536605593359
20210909002008,42377,71.93,25.47,"pass_forward","Pass Block","LT",0,0,0,46185,"PP","T","Donovan Smith","C",4.95340287075461
20210909002008,40151,69.54,27.68,"pass_forward","Pass Block","C",0,0,0,44955,"PP","C","Ryan Jensen","C",5.3851648071345
20210909002008,25511,74.54,29.68,"pass_forward","Pass","QB",0,0,0,0,"0","QB","Tom Brady","C",0
20210909002008,44955,68.66,25.99,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DE","Carlos Watkins","C",6.94193776981616
20210909002032,46163,64.06,28.34,"pass_forward","Pass Block","RG",0,0,0,41363,"PP","G","Alex Cappa","C",4.61641635903869
20210909002032,44955,63.4,23.57,"pass_forward","Pass Rush","DRT",0,0,0,0,"0","DE","Carlos Watkins","C",2.30763948657497
20210909002032,52421,66.68,22.62,"pass_forward","Pass Block","RT",0,0,0,41263,"PP","T","Tristan Wirfs","C",5.69874547597978
