gameId,playId,passResult
2021091200,3752,C
2021091200,3776,I
2021091200,3798,I
2021091200,3820,C
2021091200,3928,C
2021091200,3988,C
2021091200,4017,C
2021091200,4041,I
2021091200,4112,S
2021091200,4131,R
2021091200,4240,I
2021091200,4274,C
2021091200,4298,S
2021091200,4317,I
2021091200,4346,S
2021091200,4367,C
2021091201,63,C
2021091201,111,I
2021091201,262,I
2021091201,345,R
2021091201,406,C
2021091201,430,C
2021091201,454,I
2021091201,476,C
2021091201,500,C
2021091201,561,I
2021091201,589,I
2021091201,639,C
2021091201,691,S
2021091201,762,I
2021091201,856,C
2021091201,901,C
2021091201,997,I
2021091201,1058,C
2021091201,1087,C
2021091201,1148,C
2021091201,1172,I
2021091201,1234,I
2021091201,1300,I
2021091201,1367,I
2021091201,1393,S
2021091201,1422,C
2021091201,1446,S
2021091201,1486,I
2021091201,1548,C
2021091201,1572,I
2021091201,1605,C
2021091201,1629,C
2021091201,1653,C
2021091201,1710,C
2021091201,1746,C
2021091201,1808,C
2021091201,1870,I
2021091201,1951,C
2021091201,2126,IN
2021091201,2209,C
2021091201,2302,I
2021091201,2362,C
2021091201,2392,I
2021091201,2414,C
2021091201,2438,C
2021091201,2483,I
2021091201,2547,I
2021091201,2590,I
2021091201,2612,I
2021091201,2634,I
2021091201,2709,I
2021091201,2731,C
2021091201,2828,I
2021091201,2850,C
2021091201,2912,C
2021091201,2936,I
2021091201,2983,R
2021091201,3004,I
2021091201,3049,C
2021091201,3165,I
2021091201,3219,C
2021091201,3312,I
2021091201,3346,S
2021091201,3431,C
2021091201,3584,C
2021091201,3655,I
2021091201,3709,C
2021091201,3756,R
2021091201,3799,C
2021091201,3878,I
2021091201,3967,I
2021091201,3989,I
2021091201,4011,I
2021091201,4033,C
2021091201,4074,C
2021091201,4103,S
2021091201,4156,C
2021091201,4180,C
2021091201,4209,C
2021091201,4233,I
2021091201,4266,I
2021091202,88,C
2021091202,210,S
2021091202,394,I
2021091202,467,I
2021091202,489,I
2021091202,602,C
2021091202,664,C
2021091202,688,C
2021091202,815,I
2021091202,837,I
2021091202,935,I
2021091202,957,C
2021091202,1021,C
2021091202,1074,C
2021091202,1113,I
2021091202,1241,C
2021091202,1297,I
2021091202,1319,IN
2021091202,1350,C
2021091202,1419,I
2021091202,1441,I
2021091202,1497,I
2021091202,1519,C
2021091202,1543,C
2021091202,1596,C
2021091202,1620,I
2021091202,1696,C
2021091202,1752,I
2021091202,1774,C
2021091202,1798,S
2021091202,1885,C
2021091202,1909,C
2021091202,1943,C
2021091202,1967,C
2021091202,1991,C
2021091202,2153,I
2021091202,2196,S
2021091202,2261,I
2021091202,2283,I
2021091202,2345,I
2021091202,2367,I
2021091202,2428,C
2021091202,2457,C
2021091202,2481,I
2021091202,2503,I
2021091202,2543,S
2021091202,2586,C
2021091202,2662,I
2021091202,2684,I
2021091202,2797,C
2021091202,2821,C
2021091202,2883,C
2021091202,2949,C
2021091202,3075,C
2021091202,3376,I
2021091202,3398,I
2021091202,3420,S
2021091202,3490,I
2021091202,3512,C
2021091202,3536,C
2021091202,3606,C
2021091202,3635,C
2021091202,3675,C
2021091202,3699,C
2021091202,3723,I
2021091202,3745,I
2021091202,3767,C
2021091202,3791,C
2021091202,3820,S
2021091202,3843,C
2021091202,3889,C
2021091202,3914,I
2021091203,125,C
2021091203,149,C
2021091203,223,C
2021091203,258,I
2021091203,280,C
2021091203,405,I
2021091203,533,I
2021091203,601,S
2021091203,620,C
2021091203,672,C
2021091203,722,S
2021091203,765,S
2021091203,845,I
2021091203,924,I
2021091203,1041,C
2021091203,1086,C
2021091203,1258,C
2021091203,1414,C
2021091203,1485,C
2021091203,1521,S
2021091203,1561,C
2021091203,1591,I
2021091203,1667,C
2021091203,1723,I
2021091203,1745,C
2021091203,1780,C
2021091203,1809,C
2021091203,1885,C
2021091203,1909,C
2021091203,1938,C
2021091203,1967,C
2021091203,2063,C
2021091203,2104,C
2021091203,2186,I
2021091203,2219,C
2021091203,2376,C
2021091203,2400,C
2021091203,2450,I
2021091203,2472,C
2021091203,2538,C
2021091203,2685,C
2021091203,2751,I
2021091203,2773,C
2021091203,2822,S
2021091203,2862,C
2021091203,2909,I
2021091203,2952,I
2021091203,2974,C
2021091203,3239,I
2021091203,3261,I
2021091203,3320,C
2021091203,3366,I
2021091203,3405,C
2021091203,3429,C
2021091203,3453,C
2021091203,3623,I
2021091203,3645,S
2021091203,3682,I
2021091203,3740,C
2021091203,3764,S
2021091203,3977,C
2021091203,4001,C
2021091203,4025,I
2021091203,4047,C
2021091203,4076,C
2021091203,4100,C
2021091203,4124,C
2021091203,4284,C
2021091203,4329,S
2021091203,4393,I
2021091203,4415,C
2021091203,4528,I
2021091203,4596,I
2021091203,4629,C
2021091203,4682,C
2021091203,4849,C
2021091204,90,C
2021091204,135,I
2021091204,157,C
2021091204,282,I
2021091204,328,I
2021091204,417,C
2021091204,487,C
2021091204,516,C
2021091204,596,I
2021091204,660,I
2021091204,693,S
2021091204,712,C
2021091204,736,C
2021091204,807,C
2021091204,831,C
2021091204,895,C
2021091204,919,C
2021091204,1026,C
2021091204,1054,C
2021091204,1163,C
2021091204,1187,C
2021091204,1300,C
2021091204,1365,C
2021091204,1443,C
2021091204,1488,C
2021091204,1579,C
2021091204,1641,C
2021091204,1670,IN
2021091204,1775,S
2021091204,1811,C
2021091204,1916,I
2021091204,1938,C
2021091204,1979,R
2021091204,2034,I
2021091204,2148,C
2021091204,2196,C
2021091204,2263,I
2021091204,2345,I
2021091204,2367,I
2021091204,2421,I
2021091204,2447,I
2021091204,2596,C
2021091204,2652,R
2021091204,2699,I
2021091204,2742,C
2021091204,2766,C
2021091204,2876,C
2021091204,3017,C
2021091204,3060,I
2021091204,3100,S
2021091204,3171,I
2021091204,3195,C
2021091204,3255,S
2021091204,3351,C
2021091204,3375,C
2021091204,3404,C
2021091204,3444,C
2021091204,3479,I
2021091204,3504,C
2021091204,3533,I
2021091204,3597,I
2021091204,3638,C
2021091204,3662,C
2021091204,3691,C
2021091204,3719,I
2021091204,3741,I
2021091204,3774,I
2021091204,3808,C
2021091204,3832,C
2021091204,3856,C
2021091204,3880,C
2021091204,3908,C
2021091204,3973,I
2021091204,4042,C
2021091204,4082,C
2021091204,4106,C
2021091204,4135,R
2021091204,4164,C
2021091204,4199,C
2021091204,4253,C
2021091204,4401,C
2021091204,4441,I
2021091204,4463,C
2021091204,4492,I
2021091204,4514,C
2021091204,4555,I
2021091204,4581,R
2021091204,4607,I
2021091204,4629,I
2021091205,78,I
2021091205,100,I
2021091205,151,I
2021091205,249,C
2021091205,337,I
2021091205,404,S
2021091205,423,C
2021091205,447,C
2021091205,513,C
2021091205,643,C
2021091205,699,C
2021091205,745,I
2021091205,787,C
2021091205,811,C
2021091205,856,I
2021091205,878,C
2021091205,1050,I
2021091205,1091,C
2021091205,1157,I
2021091205,1179,I
2021091205,1212,I
2021091205,1278,C
2021091205,1359,C
2021091205,1404,I
2021091205,1426,C
2021091205,1494,C
2021091205,1518,I
2021091205,1667,I
2021091205,1711,C
2021091205,1739,IN
2021091205,1808,I
2021091205,1924,IN
2021091205,1988,I
2021091205,2042,I
2021091205,2075,I
2021091205,2097,R
2021091205,2183,I
2021091205,2223,I
2021091205,2245,I
2021091205,2297,C
2021091205,2325,C
2021091205,2388,C
2021091205,2429,C
2021091205,2581,I
2021091205,2681,C
2021091205,2795,I
2021091205,2838,C
2021091205,2966,C
2021091205,3053,C
2021091205,3127,C
2021091205,3151,C
2021091205,3175,C
2021091205,3210,C
2021091205,3310,I
2021091205,3361,I
2021091205,3383,C
2021091205,3426,I
2021091205,3467,I
2021091205,3548,R
2021091205,3631,I
2021091205,3687,C
2021091205,3711,C
2021091205,3735,I
2021091205,3761,I
2021091205,3783,I
2021091205,3805,C
2021091205,3886,IN
2021091205,4100,I
2021091205,4122,S
2021091205,4141,C
2021091205,4420,C
2021091205,4489,C
2021091205,4513,I
2021091205,4535,C
2021091205,4580,C
2021091205,4604,I
2021091205,4649,C
2021091205,4673,I
2021091205,4695,C
2021091206,76,I
2021091206,98,S
2021091206,128,C
2021091206,152,C
2021091206,245,C
2021091206,269,R
2021091206,439,R
2021091206,506,R
2021091206,620,I
2021091206,649,C
2021091206,742,S
2021091206,855,C
2021091206,903,C
2021091206,948,C
2021091206,1040,C
2021091206,1064,C
2021091206,1130,C
2021091206,1171,C
2021091206,1195,C
2021091206,1246,C
2021091206,1296,C
2021091206,1320,I
2021091206,1371,C
2021091206,1483,I
2021091206,1583,C
2021091206,1668,S
2021091206,1687,C
2021091206,1745,I
2021091206,1824,C
2021091206,1865,I
2021091206,1921,C
2021091206,1945,C
2021091206,2011,I
2021091206,2058,I
2021091206,2111,I
2021091206,2210,S
2021091206,2229,C
2021091206,2253,S
2021091206,2301,I
2021091206,2347,S
2021091206,2419,C
2021091206,2609,C
2021091206,2676,I
2021091206,2760,C
2021091206,2868,I
2021091206,2914,C
2021091206,2964,C
2021091206,2988,I
2021091206,3032,C
2021091206,3060,S
2021091206,3079,C
2021091206,3132,C
2021091206,3236,C
2021091206,3287,C
2021091206,3311,R
2021091206,3353,I
2021091206,3382,C
2021091206,3406,I
2021091206,3439,C
2021091206,3463,C
2021091206,3561,C
2021091206,3761,R
2021091206,3803,C
2021091206,3833,I
2021091207,76,C
2021091207,100,I
2021091207,152,C
2021091207,218,C
2021091207,253,C
2021091207,386,C
2021091207,410,I
2021091207,494,S
2021091207,621,I
2021091207,660,C
2021091207,839,C
2021091207,863,I
2021091207,930,C
2021091207,954,C
2021091207,1053,S
2021091207,1090,S
2021091207,1128,C
2021091207,1152,I
2021091207,1344,C
2021091207,1431,C
2021091207,1476,C
2021091207,1540,I
2021091207,1562,I
2021091207,1584,C
2021091207,1650,R
2021091207,1703,I
2021091207,1725,I
2021091207,1747,C
2021091207,1792,R
2021091207,1834,C
2021091207,1858,C
2021091207,2050,C
2021091207,2074,R
2021091207,2095,C
2021091207,2119,C
2021091207,2148,C
2021091207,2189,I
2021091207,2222,I
2021091207,2244,I
2021091207,2345,I
2021091207,2503,IN
2021091207,2529,C
2021091207,2553,C
2021091207,2654,C
2021091207,2716,I
2021091207,2766,C
2021091207,2856,C
2021091207,2901,IN
2021091207,2927,I
2021091207,2949,I
2021091207,2982,S
2021091207,3148,S
2021091207,3245,C
2021091207,3310,I
2021091207,3353,C
2021091207,3398,I
2021091207,3420,C
2021091207,3444,I
2021091207,3466,I
2021091207,3488,I
2021091207,3527,S
2021091207,3728,C
2021091207,3776,C
2021091207,3804,C
2021091207,3828,S
2021091207,3847,C
2021091207,3871,I
2021091208,56,C
2021091208,85,C
2021091208,175,C
2021091208,225,C
2021091208,272,C
2021091208,377,C
2021091208,401,I
2021091208,450,I
2021091208,493,C
2021091208,620,C
2021091208,649,R
2021091208,742,I
2021091208,764,C
2021091208,788,I
2021091208,920,I
2021091208,974,I
2021091208,996,S
2021091208,1095,C
2021091208,1145,C
2021091208,1190,C
2021091208,1214,C
2021091208,1238,I
2021091208,1304,I
2021091208,1367,I
2021091208,1431,I
2021091208,1453,I
2021091208,1521,C
2021091208,1545,I
2021091208,1599,C
2021091208,1644,I
2021091208,1675,C
2021091208,1710,C
2021091208,1739,C
2021091208,1784,C
2021091208,1988,I
2021091208,2010,S
2021091208,2046,I
2021091208,2123,I
2021091208,2156,C
2021091208,2185,C
2021091208,2219,R
2021091208,2322,R
2021091208,2348,C
2021091208,2428,C
2021091208,2482,C
2021091208,2522,C
2021091208,2617,C
2021091208,2641,C
2021091208,2670,I
2021091208,2692,I
2021091208,2714,C
2021091208,2761,I
2021091208,2804,C
2021091208,2849,S
2021091208,3042,C
2021091208,3166,C
2021091208,3331,C
2021091208,3375,C
2021091208,3420,I
2021091208,3442,C
2021091208,3484,IN
2021091208,3575,I
2021091208,3597,C
2021091208,3850,C
2021091208,3874,R
2021091208,3992,C
2021091208,4055,C
2021091208,4101,C
2021091208,4125,C
2021091208,4191,C
2021091208,4312,C
2021091209,76,C
2021091209,126,C
2021091209,155,I
2021091209,177,R
2021091209,198,C
2021091209,243,I
2021091209,265,C
2021091209,289,C
2021091209,490,C
2021091209,514,C
2021091209,559,C
2021091209,620,I
2021091209,642,C
2021091209,677,I
2021091209,710,C
2021091209,768,C
2021091209,797,C
2021091209,866,C
2021091209,995,C
2021091209,1085,I
2021091209,1142,C
2021091209,1166,I
2021091209,1188,C
2021091209,1212,C
2021091209,1247,C
2021091209,1295,R
2021091209,1387,C
2021091209,1484,C
2021091209,1508,R
2021091209,1601,C
2021091209,1631,C
2021091209,1672,I
2021091209,1694,I
2021091209,1716,I
2021091209,1853,C
2021091209,1894,I
2021091209,1916,I
2021091209,1938,I
2021091209,1971,S
2021091209,2124,C
2021091209,2226,C
2021091209,2250,I
2021091209,2293,R
2021091209,2340,C
2021091209,2364,R
2021091209,2425,C
2021091209,2587,C
2021091209,2685,C
2021091209,2735,S
2021091209,2777,I
2021091209,2833,C
2021091209,2942,C
2021091209,3093,C
2021091209,3149,S
2021091209,3168,C
2021091209,3192,I
2021091209,3286,C
2021091209,3390,C
2021091209,3435,I
2021091209,3510,C
2021091209,3534,C
2021091209,3617,I
2021091209,3639,S
2021091209,3704,C
2021091209,3745,C
2021091209,3793,IN
2021091210,146,S
2021091210,200,C
2021091210,352,C
2021091210,525,C
2021091210,574,C
2021091210,603,C
2021091210,726,S
2021091210,865,C
2021091210,929,C
2021091210,953,I
2021091210,996,C
2021091210,1020,I
2021091210,1081,C
2021091210,1201,C
2021091210,1225,I
2021091210,1284,I
2021091210,1323,C
2021091210,1368,I
2021091210,1390,I
2021091210,1442,C
2021091210,1492,I
2021091210,1584,C
2021091210,1608,I
2021091210,1630,C
2021091210,1657,S
2021091210,1712,C
2021091210,1772,C
2021091210,1858,C
2021091210,1947,C
2021091210,1989,I
2021091210,2011,S
2021091210,2119,I
2021091210,2141,C
2021091210,2191,C
2021091210,2287,C
2021091210,2426,C
2021091210,2461,I
2021091210,2483,C
2021091210,2515,C
2021091210,2550,C
2021091210,2611,I
2021091210,2633,C
2021091210,2662,C
2021091210,2728,C
2021091210,2752,I
2021091210,2830,I
2021091210,2912,C
2021091210,2973,C
2021091210,3016,C
2021091210,3045,C
2021091210,3069,C
2021091210,3093,C
2021091210,3127,C
2021091210,3173,C
2021091210,3239,I
2021091210,3345,C
2021091210,3415,IN
2021091210,3473,C
2021091210,3497,C
2021091210,3610,C
2021091211,76,C
2021091211,100,R
2021091211,142,R
2021091211,184,I
2021091211,206,I
2021091211,283,C
2021091211,307,C
2021091211,393,I
2021091211,421,I
2021091211,528,C
2021091211,573,C
2021091211,597,I
2021091211,640,R
2021091211,709,C
2021091211,902,S
2021091211,921,C
2021091211,945,I
2021091211,1274,C
2021091211,1391,C
2021091211,1443,C
2021091211,1493,C
2021091211,1517,I
2021091211,1550,C
2021091211,1608,I
2021091211,1698,I
2021091211,1752,C
2021091211,1785,C
2021091211,1809,I
2021091211,1855,I
2021091211,1979,IN
2021091211,2005,C
2021091211,2118,I
2021091211,2140,I
2021091211,2181,I
2021091211,2203,C
2021091211,2259,IN
2021091211,2327,C
2021091211,2425,I
2021091211,2447,C
2021091211,2471,I
2021091211,2493,I
2021091211,2536,IN
2021091211,2617,C
2021091211,2755,I
2021091211,2893,C
2021091211,2986,C
2021091211,3031,C
2021091211,3060,I
2021091212,84,I
2021091212,106,C
2021091212,186,I
2021091212,335,I
2021091212,421,S
2021091212,465,C
2021091212,489,C
2021091212,566,C
2021091212,611,C
2021091212,635,I
2021091212,657,C
2021091212,702,C
2021091212,745,I
2021091212,788,R
2021091212,843,C
2021091212,912,I
2021091212,935,C
2021091212,980,C
2021091212,1004,C
2021091212,1081,C
2021091212,1127,C
2021091212,1175,C
2021091212,1199,C
2021091212,1239,R
2021091212,1260,C
2021091212,1366,I
2021091212,1388,C
2021091212,1437,C
2021091212,1499,C
2021091212,1540,C
2021091212,1564,C
2021091212,1593,C
2021091212,1776,I
2021091212,1810,C
2021091212,1855,I
2021091212,1877,C
2021091212,1901,I
2021091212,1944,C
2021091212,1989,S
2021091212,2008,C
2021091212,2129,I
2021091212,2151,C
2021091212,2282,I
2021091212,2304,C
2021091212,2349,I
2021091212,2371,C
2021091212,2395,C
2021091212,2474,R
2021091212,2532,I
2021091212,2554,C
2021091212,2630,R
2021091212,2703,S
2021091212,2804,R
2021091212,2857,R
2021091212,2883,I
2021091212,2905,R
2021091212,2947,C
2021091212,2971,I
2021091212,3014,I
2021091212,3047,I
2021091212,3095,I
2021091212,3117,I
2021091212,3181,C
2021091212,3294,C
2021091212,3318,C
2021091212,3342,C
2021091212,3366,I
2021091212,3388,I
2021091212,3410,S
2021091212,3446,I
2021091212,3601,C
2021091212,3625,C
2021091212,3649,C
2021091212,3673,C
2021091212,3719,C
2021091212,3743,C
2021091213,69,C
2021091213,217,IN
2021091213,265,C
2021091213,289,C
2021091213,377,C
2021091213,401,C
2021091213,425,I
2021091213,468,C
2021091213,492,I
2021091213,514,C
2021091213,538,C
2021091213,583,C
2021091213,607,I
2021091213,684,C
2021091213,775,C
2021091213,804,S
2021091213,962,C
2021091213,991,C
2021091213,1042,I
2021091213,1064,I
2021091213,1141,C
2021091213,1265,I
2021091213,1330,S
2021091213,1421,C
2021091213,1492,C
2021091213,1554,C
2021091213,1616,R
2021091213,1794,C
2021091213,1818,C
2021091213,1898,C
2021091213,1943,C
2021091213,1988,C
2021091213,2012,I
2021091213,2034,C
2021091213,2063,C
2021091213,2111,C
2021091213,2243,C
2021091213,2341,I
2021091213,2363,C
2021091213,2387,C
2021091213,2440,C
2021091213,2469,C
2021091213,2560,C
2021091213,2615,C
2021091213,2733,C
2021091213,2757,R
2021091213,2778,C
2021091213,2828,S
2021091213,2847,I
2021091213,2881,C
2021091213,2905,I
2021091213,3054,I
2021091213,3154,C
2021091213,3224,I
2021091213,3284,C
2021091213,3351,C
2021091213,3375,C
2021091213,3399,I
2021091213,3421,I
2021091213,3472,I
2021091213,3494,S
2021091300,55,I
2021091300,77,C
2021091300,148,R
2021091300,169,C
2021091300,228,I
2021091300,250,I
2021091300,356,R
2021091300,383,C
2021091300,407,R
2021091300,428,C
2021091300,475,I
2021091300,518,S
2021091300,562,I
2021091300,590,I
2021091300,612,I
2021091300,692,C
2021091300,737,I
2021091300,759,C
2021091300,880,I
2021091300,902,I
2021091300,1013,I
2021091300,1075,C
2021091300,1122,S
2021091300,1174,C
2021091300,1226,C
2021091300,1250,I
2021091300,1293,C
2021091300,1344,C
2021091300,1368,C
2021091300,1461,C
2021091300,1485,I
2021091300,1507,C
2021091300,1553,I
2021091300,1655,C
2021091300,1744,C
2021091300,1836,I
2021091300,1875,C
2021091300,1899,I
2021091300,1921,I
2021091300,1943,C
2021091300,1984,C
2021091300,2008,I
2021091300,2030,I
2021091300,2063,S
2021091300,2180,I
2021091300,2256,I
2021091300,2278,I
2021091300,2344,I
2021091300,2373,C
2021091300,2504,I
2021091300,2526,R
2021091300,2589,I
2021091300,2655,R
2021091300,2676,C
2021091300,2700,I
2021091300,2771,C
2021091300,2803,C
2021091300,2851,C
2021091300,2879,C
2021091300,2951,C
2021091300,3007,C
2021091300,3035,S
2021091300,3098,I
2021091300,3143,S
2021091300,3168,C
2021091300,3211,C
2021091300,3256,R
2021091300,3312,C
2021091300,3385,C
2021091300,3478,C
2021091300,3544,C
2021091300,3619,C
2021091300,3664,C
2021091300,3688,C
2021091300,3712,I
2021091300,3734,I
2021091300,3756,C
2021091300,3812,C
2021091300,3836,C
2021091300,3914,C
2021091300,3980,R
2021091300,4094,R
2021091300,4166,C
2021091300,4212,C
2021091300,4347,C
2021091300,4392,C
2021091300,4454,I
2021091300,4476,C
2021091300,4586,I
2021091300,4608,IN
2021091300,4641,I
2021091300,4691,C
2021091300,4736,I
2021091300,4765,S
2021091300,4845,C
2021091600,65,I
2021091600,111,S
2021091600,187,C
2021091600,235,R
2021091600,261,S
2021091600,280,C
2021091600,375,I
2021091600,498,C
2021091600,543,I
2021091600,590,I
2021091600,727,S
2021091600,794,C
2021091600,839,C
2021091600,884,C
2021091600,992,C
2021091600,1037,C
2021091600,1061,C
2021091600,1117,I
2021091600,1160,S
2021091600,1233,I
2021091600,1255,I
2021091600,1277,C
2021091600,1343,C
2021091600,1426,C
2021091600,1516,I
2021091600,1594,C
2021091600,1682,C
2021091600,1706,C
2021091600,1759,C
2021091600,1885,C
2021091600,1909,C
2021091600,1950,C
2021091600,1991,R
2021091600,2161,C
2021091600,2185,C
2021091600,2253,C
2021091600,2298,C
2021091600,2354,C
2021091600,2378,C
2021091600,2493,C
2021091600,2517,I
2021091600,2558,I
2021091600,2624,I
2021091600,2678,C
2021091600,2706,C
2021091600,2752,C
2021091600,2834,I
2021091600,2873,C
2021091600,2923,I
2021091600,2966,C
2021091600,3001,R
2021091600,3061,C
2021091600,3085,C
2021091600,3142,C
2021091600,3185,S
2021091600,3204,C
2021091600,3316,C
2021091600,3392,R
2021091600,3440,C
2021091600,3486,I
2021091600,3509,C
2021091600,3567,C
2021091600,3654,I
2021091600,3743,R
2021091600,3798,C
2021091600,3827,C
2021091600,3883,I
2021091600,3905,C
2021091600,3950,I
2021091600,3972,I
2021091600,4081,IN
2021091600,4183,I
2021091600,4254,C
2021091600,4278,I
2021091600,4300,C
2021091600,4345,C
2021091600,4409,I
2021091600,4431,C
2021091600,4489,C
2021091600,4518,C
2021091900,76,C
2021091900,121,C
2021091900,145,C
2021091900,241,S
2021091900,262,C
2021091900,440,I
2021091900,499,C
2021091900,523,I
2021091900,547,C
2021091900,571,I
2021091900,635,C
2021091900,659,I
2021091900,831,C
2021091900,876,C
2021091900,940,C
2021091900,975,C
2021091900,1024,I
2021091900,1155,C
2021091900,1179,S
2021091900,1198,C
2021091900,1224,C
2021091900,1273,C
2021091900,1323,C
2021091900,1459,C
2021091900,1558,C
2021091900,1621,I
2021091900,1654,C
2021091900,1671,C
2021091900,1735,I
2021091900,1757,I
2021091900,1779,IN
2021091900,1810,C
2021091900,1850,R
2021091900,1886,C
2021091900,2019,I
2021091900,2098,I
2021091900,2134,C
2021091900,2214,C
2021091900,2238,I
2021091900,2284,S
2021091900,2412,S
2021091900,2467,R
2021091900,2536,I
2021091900,2720,IN
2021091900,2784,R
2021091900,2805,C
2021091900,2879,R
2021091900,2953,C
2021091900,2977,C
2021091900,3006,C
2021091900,3051,I
2021091900,3073,S
2021091900,3148,I
2021091900,3288,I
2021091900,3310,C
2021091900,3355,I
2021091900,3399,C
2021091900,3444,C
2021091900,3538,C
2021091900,3562,I
2021091900,3584,S
2021091900,3603,I
2021091900,3689,C
2021091900,3776,C
2021091900,3800,IN
2021091901,59,I
2021091901,102,C
2021091901,126,C
2021091901,174,C
2021091901,198,I
2021091901,248,C
2021091901,293,C
2021091901,384,C
2021091901,408,C
2021091901,500,I
2021091901,533,C
2021091901,578,C
2021091901,602,I
2021091901,624,I
2021091901,646,S
2021091901,771,I
2021091901,870,C
2021091901,910,I
2021091901,988,R
2021091901,1059,R
2021091901,1205,C
2021091901,1229,C
2021091901,1274,I
2021091901,1313,C
2021091901,1328,C
2021091901,1385,S
2021091901,1409,C
2021091901,1499,C
2021091901,1551,C
2021091901,1609,C
2021091901,1741,R
2021091901,1767,C
2021091901,1796,S
2021091901,1815,C
2021091901,1856,I
2021091901,1987,S
2021091901,2089,C
2021091901,2113,I
2021091901,2154,S
2021091901,2240,I
2021091901,2262,S
2021091901,2281,C
2021091901,2443,I
2021091901,2488,R
2021091901,2509,S
2021091901,2585,C
2021091901,2690,C
2021091901,2714,C
2021091901,2764,R
2021091901,2832,I
2021091901,2952,C
2021091901,3018,IN
2021091901,3112,IN
2021091901,3176,I
2021091901,3198,C
2021091901,3233,C
2021091901,3291,IN
2021091901,3370,I
2021091901,3441,C
2021091901,3492,I
2021091901,3535,C
2021091901,3564,C
2021091901,3691,IN
2021091901,3717,C
2021091901,3811,C
2021091902,164,S
2021091902,231,C
2021091902,260,C
2021091902,389,C
2021091902,434,C
2021091902,479,C
2021091902,503,C
2021091902,676,C
2021091902,704,C
2021091902,985,S
2021091902,1005,C
2021091902,1029,R
2021091902,1050,C
2021091902,1116,I
2021091902,1138,IN
2021091902,1210,C
2021091902,1234,C
2021091902,1263,R
2021091902,1366,I
2021091902,1436,C
2021091902,1595,C
2021091902,1619,R
2021091902,1751,I
2021091902,2015,I
2021091902,2094,C
2021091902,2118,C
2021091902,2142,C
2021091902,2264,C
2021091902,2444,IN
2021091902,2492,R
2021091902,2635,I
2021091902,2678,C
2021091902,2713,I
2021091902,2795,C
2021091902,2898,I
2021091902,2965,C
2021091902,3052,C
2021091902,3136,C
2021091902,3163,R
2021091902,3293,R
2021091902,3392,I
